html_file,table_num,属性名,説明,属性の型
KsjTmplt-G04-c.html,1,最高標高(G04c_003),10mメッシュの標高値から算出する最高標高(m),実数型（Real）※整備データが存在しない場合、“unkown”とする。
KsjTmplt-G04-c.html,1,最低標高(G04c_004),10mメッシュの標高値から算出する最低標高(m),実数型（Real）※整備データが存在しない場合、“unkown”とする。
KsjTmplt-G04-c.html,1,最低標高コード(G04c_005),最低標高が海面下であるかどうかの区分。※基盤地図情報の標高では判定できないため一律“0”としている。,コードリスト型（海面下=5、その他=0）
KsjTmplt-G04-c.html,1,最大傾斜角度(G04c_006),標高傾斜度5次メッシュ（250m）の標高から算出する最大傾斜角度(度),実数型（Real）※整備データが存在しない場合、“unkown”とする。
KsjTmplt-G04-c.html,1,最大傾斜方向(G04c_007),標高傾斜度5次メッシュ（250m）の標高から算出する最大傾斜の方向,コードリスト型（0=方向なし、1=北、2=北東、3=東、4=東南、5=南、6=南西、7=西、8=北西）※整備データが存在しない場合、“unkown”とする。
KsjTmplt-G04-c.html,1,最小傾斜角度(G04c_008),標高傾斜度5次メッシュ（250m）の標高から算出する最小傾斜角度 (度),実数型（Real）※整備データが存在しない場合、“unkown”とする。
KsjTmplt-G04-c.html,1,最小傾斜方向(G04c_009),標高傾斜度5次メッシュ（250m）の標高から算出する最小傾斜の方向,コードリスト型（0=方向なし、1=北、2=北東、3=東、4=東南、5=南、6=南西、7=西、8=北西）※整備データが存在しない場合、“unkown”とする。
KsjTmplt-G04-c.html,1,平均傾斜角度(G04c_010),標高傾斜度5次メッシュ（250m）の標高から算出する傾斜角度の平均値（度）,実数型（Real）※整備データが存在しない場合、“unkown”とする。
KsjTmplt-G04-d.html,1,5次メッシュコード(G04d_001),標準地域メッシュの5次メッシュ,文字列型（CharacterString）
KsjTmplt-G04-d.html,1,平均標高(G04d_002),10mメッシュの標高値から算出する平均標高(m),実数型（Real）※整備データが存在しない場合、“unkown”とする。
KsjTmplt-G04-d.html,1,最高標高(G04d_003),10mメッシュの標高値から算出する最高標高(m),実数型（Real）※整備データが存在しない場合、“unkown”とする。
KsjTmplt-G04-d.html,1,最低標高(G04d_004),10mメッシュの標高値から算出する最低標高(m),実数型（Real）※整備データが存在しない場合、“unkown”とする。
KsjTmplt-G04-d.html,1,最低標高コード(G04d_005),最低標高が海面下であるかどうかの区分。※基盤地図情報の標高では判定できないため一律“0”としている。,コードリスト型（海面下=5、その他=0）
KsjTmplt-G04-d.html,1,最大傾斜角度(G04d_006),10mメッシュ標高をリサンプリングした50mメッシュ標高から算出する最大傾斜角度（度）,実数型（Real）※整備データが存在しない場合、“unkown”とする。
KsjTmplt-G04-d.html,1,最大傾斜方向(G04d_007),10mメッシュ標高をリサンプリングした50mメッシュ標高から算出する最大傾斜の方向,コードリスト型（0=方向なし、1=北、2=北東、3=東、4=東南、5=南、6=南西、7=西、8=北西）※整備データが存在しない場合、“unkown”とする。
KsjTmplt-G04-d.html,1,最小傾斜角度(G04d_008),10mメッシュ標高をリサンプリングした50mメッシュ標高から算出する最小傾斜角度（度）,実数型（Real）※整備データが存在しない場合、“unkown”とする。
KsjTmplt-G04-d.html,1,最小傾斜方向(G04d_009),10mメッシュ標高をリサンプリングした50mメッシュ標高から算出する最小傾斜の方向,コードリスト型（0=方向なし、1=北、2=北東、3=東、4=東南、5=南、6=南西、7=西、8=北西）※整備データが存在しない場合、“unkown”とする。
KsjTmplt-G04-d.html,1,平均傾斜角度(G04d_010),10mメッシュ標高をリサンプリングした50mメッシュ標高から算出する傾斜角度の平均値（度）,実数型（Real）※整備データが存在しない場合、“unkown”とする。
KsjTmplt-G08-v1_0.html,1,面積（G08_001）,低位置帯の範囲の面積。単位は「ha」で小数点以下２桁。,実数型(Real)
KsjTmplt-G08-v1_0.html,1,最大浸水深（G08_002）,想定される低位置帯での最大浸水深。単位は「ｍ」で小数点以下１位。,実数型(Real)
KsjTmplt-G08-v1_0.html,1,参照資料コード（G08_003）,NA,参照資料コード
KsjTmplt-L01-v2_3.html,1,標準地コード,地価公示の標準地に付される番号.,NA
KsjTmplt-L01-v2_3.html,1,標準地コード_見出し番号,NA,コードリスト「見出し番号」
KsjTmplt-L01-v2_3.html,1,標準地コード_一連番号,NA,文字列型(CharacterString)
KsjTmplt-L01-v2_3.html,1,前年度標準地コード,当該標準地における前年度の標準地コード。,NA
KsjTmplt-L01-v2_3.html,1,前年度標準地コード_見出し番号,NA,コードリスト「見出し番号」
KsjTmplt-L01-v2_3.html,1,前年度標準地コード_一連番号,NA,文字列型(CharacterString)
KsjTmplt-L01-v2_3.html,1,年度,対象とする地価公示の時期。※西暦で、「年」のみを記述,時間型（TM_Instant）
KsjTmplt-L01-v2_3.html,1,地点,地価公示標準地の位置。,点型（GM_Point）
KsjTmplt-L01-v2_3.html,1,公示価格,標準地の地価.単位を「円/m2」とする。,整数型（Integer）
KsjTmplt-L01-v2_3.html,1,属性移動,標準地の昨年から現在の属性移動状況。,NA
KsjTmplt-L01-v2_3.html,1,属性移動_選定状況,当該標準地の選定に関する情報.,コードリスト「選定状況」
KsjTmplt-L01-v2_3.html,1,属性移動_住居漢字,前年度からの変更の有無。,真偽値型（Boolean）
KsjTmplt-L01-v2_3.html,1,属性移動_地積,前年度からの変更の有無。,真偽値型（Boolean）
KsjTmplt-L01-v2_3.html,1,属性移動_利用の現況,前年度からの変更の有無。,真偽値型（Boolean）
KsjTmplt-L01-v2_3.html,1,属性移動_建物構造,前年度からの変更の有無。,真偽値型（Boolean）
KsjTmplt-L01-v2_3.html,1,属性移動_供給施設,前年度からの変更の有無。,真偽値型（Boolean）
KsjTmplt-L01-v2_3.html,1,属性移動_駅からの距離,前年度からの変更の有無。,真偽値型（Boolean）
KsjTmplt-L01-v2_3.html,1,属性移動_法規制,前年度からの変更の有無。,真偽値型（Boolean）
KsjTmplt-L01-v2_3.html,1,属性移動_建ぺい率,前年度からの変更の有無。,真偽値型（Boolean）
KsjTmplt-L01-v2_3.html,1,属性移動_容積率,前年度からの変更の有無。,真偽値型（Boolean）
KsjTmplt-L01-v2_3.html,1,標準地行政区域コード,都道府県コードと市区町村コードからなる、行政区を特定するためのコード。,コードリスト「行政コード」
KsjTmplt-L01-v2_3.html,1,標準地市区町村名称,標準地の市区町村の名称。,文字列型(CharacterString)
KsjTmplt-L01-v2_3.html,1,住居表示,標準地の住居表示又は地番。,文字列型(CharacterString)
KsjTmplt-L01-v2_3.html,1,地積,単位を「m2」とする。,整数型（Integer)
KsjTmplt-L01-v2_3.html,1,利用現況,標準地の現在の利用方法。,列挙型（住宅、店舗、事務所、銀行、旅館、給油所、工場、倉庫、農地、山林、医院、空地、作業場、原野、その他、用材、雑木）
KsjTmplt-L01-v2_3.html,1,利用状況表示,「利用現況」が“その他”の場合の利用状況（自由記述）。,文字列型(CharacterString)
KsjTmplt-L01-v2_3.html,1,建物構造,"標準地の建物の構造による区別。
以下に示す「建物構造略号」＋「建物の階数」で示す。ただし、建物に地下階層がある場合は、地上階数の後に「F」、地下階数の後に「B」を記述する。
建物構造略号：
　SRC：鉄骨・鉄筋コンクリート
　RC：鉄筋コンクリート
　S：鉄骨造
　LS：軽量鉄骨造
　B：ブロック造
　W：木造
記述例）
　木造で地上2階建の場合： W2
　鉄筋コンクリートで地上3階地下1階建ての場合： RC3F1B",文字列型(CharacterString)
KsjTmplt-L01-v2_3.html,1,供給施設有無（水道）,水道が供給されているかどうかの区別。,真偽値型（Boolean）
KsjTmplt-L01-v2_3.html,1,供給施設有無（ガス）,ガスが供給されているかどうかの区別。,真偽値型（Boolean）
KsjTmplt-L01-v2_3.html,1,供給施設有無（下水）,下水が供給されているかどうかの区別。,真偽値型（Boolean）
KsjTmplt-L01-v2_3.html,1,形状,標準地の形状による区別。,文字列型(CharacterString)
KsjTmplt-L01-v2_3.html,1,間口比率,間口幅と奥行幅の比率（短い方を基準値1.0とする）。,実数型（Real）
KsjTmplt-L01-v2_3.html,1,奥行比率,間口幅と奥行幅の比率（短い方を基準値1.0とする）。,実数型（Real）
KsjTmplt-L01-v2_3.html,1,地上階層,"単位は「階」とする。※不明の場合、""0""を記述",整数型（Integer）
KsjTmplt-L01-v2_3.html,1,地下階層,"単位は「階」とする。※不明の場合、""0""を記述",整数型（Integer）
KsjTmplt-L01-v2_3.html,1,前面道路状況,標準地の前面道路状況。,文字列型(CharacterString)
KsjTmplt-L01-v2_3.html,1,前面道路の方位,標準地の前面道路の方位による区別.,文字列型(CharacterString)
KsjTmplt-L01-v2_3.html,1,前面道路の幅員,"単位は「m」とする。※駅前広場の場合、""999.9""を記述",実数型（Real）
KsjTmplt-L01-v2_3.html,1,前面道路の駅前状況,前面道路の駅前による区別。,文字列型(CharacterString)
KsjTmplt-L01-v2_3.html,1,前面道路の舗装状況,標準地の前面道路の舗装状況.,文字列型(CharacterString)
KsjTmplt-L01-v2_3.html,1,側道状況,標準地の側道状況。,文字列型(CharacterString)
KsjTmplt-L01-v2_3.html,1,側道の方位,標準地の側道方位による区別。,文字列型(CharacterString)
KsjTmplt-L01-v2_3.html,1,交通施設との近接状況,交通施設との近接状況。,文字列型(CharacterString)
KsjTmplt-L01-v2_3.html,1,周辺の土地利用の状況,周辺の土地利用の状況,文字列型(CharacterString)
KsjTmplt-L01-v2_3.html,1,駅名,標準地の最寄りの駅名。,文字列型(CharacterString)
KsjTmplt-L01-v2_3.html,1,駅からの距離,標準地から鉄道駅までの道路距離.単位は「m」※近接の場合、“0”を記述する。,整数型（Integer）
KsjTmplt-L01-v2_3.html,1,法規制,都市計画法その他法令の制限を受けているかどうかの区別。,"列挙型（1低専：第一種低層住居専用地域、
　2低専：第二種低層住居専用地域、
　1中専：第一種中高層住居専用地域、
　2中専：第二種中高層住居専用地域、
　1住居：第一種住居地域、
　2住居：第二種住居地域、
　準住居：準住居地域、
　近商：近隣商業地域、
　商業：商業地域、
　準工：準工業地域、
　工業：工業地域、
　工専：工業専用地域、
　防火：防火地域、
　準防：準防火地域、
　調区：市街化調整区域、
　都市：市街化区域及び市街化調整区域以外の都市計画区域、
　都計外：都市計画区域外、
　準都計：準都市計画区域、
　地森計：地域森林計画対象区域、
　国立公：国立公園地域、
　国定公：国定公園区域、
　国定公（3種）:国定公園第三種特別区域、
　1住専:第一種住居専用地域、
　2住専:第二種住居専用地域、
　住居:住居地域、
　住専:住居専用地域）"
KsjTmplt-L01-v2_3.html,1,建ぺい率,建築物の延べ面積の敷地面積に対する割合。単位は「%」とする。,整数型（Integer）
